Array,Site_Name,Survey_Days,Latitude,Longitude,Time_Zone,Year,Humans_Per_Camera,Humans_Per_Camera_Per_Day
OK_Grassland_Burneyville,OK_Grassland_Burneyville_3,17,33.92557,-97.2376,America/Chicago,2019,2,0.117647058823529
OK_Grassland_Burneyville,OK_Grassland_Burneyville_5,17,33.93751,-97.23694,America/Chicago,2019,1,0.0588235294117647
OK_Grassland_Burneyville,OK_Grassland_Burneyville_6,17,33.92589,-97.2294,America/Chicago,2019,1,0.0588235294117647
OK_Grassland_Burneyville,OK_Grassland_Burneyville_7,17,33.92276,-97.22278,America/Chicago,2019,2,0.117647058823529
OK_Grassland_Burneyville,OK_Grassland_Burneyville_8,17,33.92963,-97.22272,America/Chicago,2019,2,0.117647058823529
OK_Grassland_Burneyville,OK_Grassland_Burneyville_9,17,33.9383,-97.22241,America/Chicago,2019,1,0.0588235294117647
OR_Forest_Oregon_State_University,OR_Forest_Oregon_State_University_1,47,44.43746,-123.4404,America/Los_Angeles,2019,4,0.0851063829787234
OR_Forest_Oregon_State_University,OR_Forest_Oregon_State_University_10,47,44.41524,-123.44887,America/Los_Angeles,2019,1,0.0212765957446809
OR_Forest_Oregon_State_University,OR_Forest_Oregon_State_University_11,47,44.41208,-123.45385,America/Los_Angeles,2019,5,0.106382978723404
OR_Forest_Oregon_State_University,OR_Forest_Oregon_State_University_12,47,44.40901,-123.46996,America/Los_Angeles,2019,2,0.0425531914893617
OR_Forest_Oregon_State_University,OR_Forest_Oregon_State_University_13,47,44.41071,-123.47724,America/Los_Angeles,2019,8,0.170212765957447
OR_Forest_Oregon_State_University,OR_Forest_Oregon_State_University_14,47,44.42231,-123.42228,America/Los_Angeles,2019,3,0.0638297872340425
OR_Forest_Oregon_State_University,OR_Forest_Oregon_State_University_15,47,44.42335,-123.4269,America/Los_Angeles,2019,2,0.0425531914893617
OR_Forest_Oregon_State_University,OR_Forest_Oregon_State_University_2,47,44.43848,-123.44706,America/Los_Angeles,2019,3,0.0638297872340425
OR_Forest_Oregon_State_University,OR_Forest_Oregon_State_University_3,21,44.43306,-123.45237,America/Los_Angeles,2019,1,0.0476190476190476
OR_Forest_Oregon_State_University,OR_Forest_Oregon_State_University_5,47,44.42362,-123.4461,America/Los_Angeles,2019,3,0.0638297872340425
OR_Forest_Oregon_State_University,OR_Forest_Oregon_State_University_7,47,44.42099,-123.41943,America/Los_Angeles,2019,3,0.0638297872340425
OR_Forest_Oregon_State_University,OR_Forest_Oregon_State_University_9,47,44.40896,-123.46201,America/Los_Angeles,2019,3,0.0638297872340425
OR_Forest_Starkey_Experimental_Forest,OR_Forest_Starkey_Experimental_Forest_14B,40,45.30413,-118.59501,America/Los_Angeles,2019,1,0.025
OR_Forest_Starkey_Experimental_Forest,OR_Forest_Starkey_Experimental_Forest_15B,33,45.30507,-118.58209,America/Los_Angeles,2019,1,0.0303030303030303
OR_Forest_Starkey_Experimental_Forest,OR_Forest_Starkey_Experimental_Forest_26,31,45.29552,-118.58155,America/Los_Angeles,2019,2,0.0645161290322581
OR_Forest_Starkey_Experimental_Forest,OR_Forest_Starkey_Experimental_Forest_36B,31,45.28672,-118.59368,America/Los_Angeles,2019,1,0.032258064516129
OR_Forest_Starkey_Experimental_Forest,OR_Forest_Starkey_Experimental_Forest_37,31,45.28695,-118.58028,America/Los_Angeles,2019,13,0.419354838709677
OR_Forest_Starkey_Experimental_Forest,OR_Forest_Starkey_Experimental_Forest_38,31,45.28624,-118.5694,America/Los_Angeles,2019,6,0.193548387096774
OR_Forest_Starkey_Experimental_Forest,OR_Forest_Starkey_Experimental_Forest_39,33,45.28681,-118.55641,America/Los_Angeles,2019,1,0.0303030303030303
OR_Forest_Starkey_Experimental_Forest,OR_Forest_Starkey_Experimental_Forest_40,31,45.28763,-118.54344,America/Los_Angeles,2019,4,0.129032258064516
OR_Forest_Starkey_Experimental_Forest,OR_Forest_Starkey_Experimental_Forest_46,37,45.27832,-118.60679,America/Los_Angeles,2019,5,0.135135135135135
OR_Forest_Starkey_Experimental_Forest,OR_Forest_Starkey_Experimental_Forest_48B,33,45.27778,-118.57935,America/Los_Angeles,2019,2,0.0606060606060606
OR_Forest_Starkey_Experimental_Forest,OR_Forest_Starkey_Experimental_Forest_49B,33,45.277589999999996,-118.56878,America/Los_Angeles,2019,74,2.24242424242424
OR_Forest_Starkey_Experimental_Forest,OR_Forest_Starkey_Experimental_Forest_50B,33,45.27851,-118.55618,America/Los_Angeles,2019,11,0.333333333333333
OR_Forest_Starkey_Experimental_Forest,OR_Forest_Starkey_Experimental_Forest_51B,31,45.27849,-118.54291,America/Los_Angeles,2019,8,0.258064516129032
OR_Forest_Starkey_Experimental_Forest,OR_Forest_Starkey_Experimental_Forest_59B,33,45.26926,-118.58045,America/Los_Angeles,2019,2,0.0606060606060606
OR_Forest_Starkey_Experimental_Forest,OR_Forest_Starkey_Experimental_Forest_60B,33,45.26884,-118.56695,America/Los_Angeles,2019,1,0.0303030303030303
PA_Forest_State_Games_Lands_026,PA_Forest_State_Games_Lands_026_1,17,40.2351,-78.66541,America/New_York,2019,1,0.0588235294117647
PA_Forest_State_Games_Lands_026,PA_Forest_State_Games_Lands_026_10,20,40.31224,-78.63055,America/New_York,2019,2,0.1
PA_Forest_State_Games_Lands_026,PA_Forest_State_Games_Lands_026_11,13,40.31515,-78.63551,America/New_York,2019,2,0.153846153846154
PA_Forest_State_Games_Lands_026,PA_Forest_State_Games_Lands_026_12,18,40.32014,-78.63299,America/New_York,2019,2,0.111111111111111
PA_Forest_State_Games_Lands_026,PA_Forest_State_Games_Lands_026_13,15,40.32206,-78.63587,America/New_York,2019,3,0.2
PA_Forest_State_Games_Lands_026,PA_Forest_State_Games_Lands_026_14,20,40.32207,-78.60515,America/New_York,2019,0,0
PA_Forest_State_Games_Lands_026,PA_Forest_State_Games_Lands_026_15,16,40.32812,-78.57844,America/New_York,2019,2,0.125
PA_Forest_State_Games_Lands_026,PA_Forest_State_Games_Lands_026_16,18,40.29783,-78.59081,America/New_York,2019,0,0
PA_Forest_State_Games_Lands_026,PA_Forest_State_Games_Lands_026_17,11,40.29595,-78.59303,America/New_York,2019,1,0.0909090909090909
PA_Forest_State_Games_Lands_026,PA_Forest_State_Games_Lands_026_18,20,40.27582,-78.61924,America/New_York,2019,1,0.05
PA_Forest_State_Games_Lands_026,PA_Forest_State_Games_Lands_026_19,16,40.33417,-78.6275,America/New_York,2019,2,0.125
PA_Forest_State_Games_Lands_026,PA_Forest_State_Games_Lands_026_20,17,40.34004,-78.63334,America/New_York,2019,2,0.117647058823529
PA_Forest_State_Games_Lands_026,PA_Forest_State_Games_Lands_026_3,17,40.24311,-78.66615,America/New_York,2019,1,0.0588235294117647
PA_Forest_State_Games_Lands_026,PA_Forest_State_Games_Lands_026_4,30,40.25621,-78.63939,America/New_York,2019,1,0.0333333333333333
PA_Forest_State_Games_Lands_026,PA_Forest_State_Games_Lands_026_5,15,40.2628,-78.64124,America/New_York,2019,1,0.0666666666666667
PA_Forest_State_Games_Lands_026,PA_Forest_State_Games_Lands_026_6,18,40.29461,-78.64281,America/New_York,2019,1,0.0555555555555556
PA_Forest_State_Games_Lands_026,PA_Forest_State_Games_Lands_026_7,15,40.30043,-78.63981,America/New_York,2019,2,0.133333333333333
PA_Forest_State_Games_Lands_026,PA_Forest_State_Games_Lands_026_8,20,40.30111,-78.66035,America/New_York,2019,2,0.1
PA_Forest_State_Games_Lands_026,PA_Forest_State_Games_Lands_026_9,20,40.29122,-78.6621,America/New_York,2019,2,0.1
PA_Wetlands_Crum_Woods,PA_Wetlands_Crum_Woods_1,65,39.905,-75.35674,America/New_York,2019,7,0.107692307692308
PA_Wetlands_Crum_Woods,PA_Wetlands_Crum_Woods_2B,58,39.8982,-75.35591,America/New_York,2019,5,0.0862068965517241
PA_Wetlands_Crum_Woods,PA_Wetlands_Crum_Woods_3,23,39.90382,-75.36156,America/New_York,2019,4,0.173913043478261
PA_Wetlands_Crum_Woods,PA_Wetlands_Crum_Woods_4,42,39.90353,-75.36256,America/New_York,2019,5,0.119047619047619
PA_Wetlands_Crum_Woods,PA_Wetlands_Crum_Woods_6,67,39.8993,-75.35567,America/New_York,2019,5,0.0746268656716418
PA_Wetlands_Crum_Woods,PA_Wetlands_Crum_Woods_7,58,39.92292,-75.35988,America/New_York,2019,2,0.0344827586206897
PA_Wetlands_Crum_Woods,PA_Wetlands_Crum_Woods_8,59,39.92591,-75.36129,America/New_York,2019,6,0.101694915254237
RI_Forest_University_of_Rhode_Island,RI_Forest_University_of_Rhode_Island_1,47,41.49221,-71.53076,America/New_York,2019,8,0.170212765957447
RI_Forest_University_of_Rhode_Island,RI_Forest_University_of_Rhode_Island_10,14,41.49564,-71.52339,America/New_York,2019,2,0.142857142857143
RI_Forest_University_of_Rhode_Island,RI_Forest_University_of_Rhode_Island_13,46,41.49316,-71.52096,America/New_York,2019,8,0.173913043478261
RI_Forest_University_of_Rhode_Island,RI_Forest_University_of_Rhode_Island_14,41,41.49535,-71.52041,America/New_York,2019,5,0.121951219512195
RI_Forest_University_of_Rhode_Island,RI_Forest_University_of_Rhode_Island_15,35,41.49757,-71.51976,America/New_York,2019,3,0.0857142857142857
RI_Forest_University_of_Rhode_Island,RI_Forest_University_of_Rhode_Island_2,31,41.49435,-71.53023,America/New_York,2019,5,0.161290322580645
RI_Forest_University_of_Rhode_Island,RI_Forest_University_of_Rhode_Island_3,42,41.49651,-71.52943,America/New_York,2019,4,0.0952380952380952
RI_Forest_University_of_Rhode_Island,RI_Forest_University_of_Rhode_Island_4,43,41.49814,-71.52583,America/New_York,2019,6,0.13953488372093
RI_Forest_University_of_Rhode_Island,RI_Forest_University_of_Rhode_Island_5,47,41.49162,-71.52773,America/New_York,2019,6,0.127659574468085
RI_Forest_University_of_Rhode_Island,RI_Forest_University_of_Rhode_Island_6,46,41.49392,-71.52714,America/New_York,2019,8,0.173913043478261
RI_Forest_University_of_Rhode_Island,RI_Forest_University_of_Rhode_Island_7,46,41.49621,-71.52659,America/New_York,2019,7,0.152173913043478
RI_Forest_University_of_Rhode_Island,RI_Forest_University_of_Rhode_Island_8,47,41.49153,-71.52497,America/New_York,2019,13,0.276595744680851
RI_Forest_University_of_Rhode_Island,RI_Forest_University_of_Rhode_Island_9,45,41.49363,-71.52407,America/New_York,2019,8,0.177777777777778
SC_Forest_Lynches_River,SC_Forest_Lynches_River_1,14,34.04334,-79.79411,America/New_York,2019,1,0.0714285714285714
SC_Forest_Lynches_River,SC_Forest_Lynches_River_10,33,34.0396,-79.79523,America/New_York,2019,3,0.0909090909090909
SC_Forest_Lynches_River,SC_Forest_Lynches_River_11,33,34.03801,-79.79412,America/New_York,2019,9,0.272727272727273
SC_Forest_Lynches_River,SC_Forest_Lynches_River_12,33,34.03844,-79.79137,America/New_York,2019,3,0.0909090909090909
SC_Forest_Lynches_River,SC_Forest_Lynches_River_13,30,34.03631,-79.79267,America/New_York,2019,3,0.1
SC_Forest_Lynches_River,SC_Forest_Lynches_River_14,31,34.03547,-79.79028,America/New_York,2019,4,0.129032258064516
SC_Forest_Lynches_River,SC_Forest_Lynches_River_15,32,34.03894,-79.78915,America/New_York,2019,4,0.125
SC_Forest_Lynches_River,SC_Forest_Lynches_River_16,23,34.04061,-79.7877,America/New_York,2019,3,0.130434782608696
SC_Forest_Lynches_River,SC_Forest_Lynches_River_2B,28,34.04475,-79.7923,America/New_York,2019,2,0.0714285714285714
SC_Forest_Lynches_River,SC_Forest_Lynches_River_3B,27,34.04513,-79.78767,America/New_York,2019,2,0.0740740740740741
SC_Forest_Lynches_River,SC_Forest_Lynches_River_4,25,34.04707,-79.78592,America/New_York,2019,40,1.6
SC_Forest_Lynches_River,SC_Forest_Lynches_River_5,27,34.04919,-79.785,America/New_York,2019,3,0.111111111111111
SC_Forest_Lynches_River,SC_Forest_Lynches_River_6,28,34.04943,-79.78157,America/New_York,2019,3,0.107142857142857
SC_Forest_Lynches_River,SC_Forest_Lynches_River_7,28,34.04722,-79.78153,America/New_York,2019,8,0.285714285714286
SC_Forest_Lynches_River,SC_Forest_Lynches_River_8,28,34.04496,-79.78475,America/New_York,2019,2,0.0714285714285714
SC_Forest_Lynches_River,SC_Forest_Lynches_River_9,33,34.04171,-79.79518,America/New_York,2019,2,0.0606060606060606
SC_Forest_Piedmont,SC_Forest_Piedmont_1,63,33.99412,-82.25877,America/New_York,2019,37,0.587301587301587
SC_Forest_Piedmont,SC_Forest_Piedmont_2,59,33.995567,-82.267417,America/New_York,2019,7,0.11864406779661
SC_Forest_Piedmont,SC_Forest_Piedmont_3,57,34.00495,-82.2595,America/New_York,2019,5,0.087719298245614
SC_Forest_Piedmont,SC_Forest_Piedmont_4,60,33.94203,-82.16558,America/New_York,2019,141,2.35
SC_Forest_Piedmont,SC_Forest_Piedmont_5,69,33.9502,-82.26728,America/New_York,2019,9,0.130434782608696
SC_Forest_Piedmont,SC_Forest_Piedmont_6,61,33.96774,-82.25781,America/New_York,2019,8,0.131147540983607
SC_Forest_Piedmont,SC_Forest_Piedmont_7,59,33.93937,-82.15086,America/New_York,2019,51,0.864406779661017
SD_Grassland_Custer_County,SD_Grassland_Custer_County_1,53,43.72538,-103.80279,America/Denver,2019,0,0
SD_Grassland_Custer_County,SD_Grassland_Custer_County_2,53,43.72847,-103.80021,America/Denver,2019,2,0.0377358490566038
SD_Grassland_Custer_County,SD_Grassland_Custer_County_4,53,43.72946,-103.79484,America/Denver,2019,1,0.0188679245283019
SD_Grassland_Custer_County,SD_Grassland_Custer_County_5,53,43.72604,-103.80041,America/Denver,2019,1,0.0188679245283019
SD_Grassland_Custer_County,SD_Grassland_Custer_County_6,53,43.72012,-103.79969,America/Denver,2019,1,0.0188679245283019
SD_Grassland_Custer_County,SD_Grassland_Custer_County_7,53,43.72172,-103.80305,America/Denver,2019,0,0
SD_Grassland_Custer_County,SD_Grassland_Custer_County_8,53,43.7245,-103.79288,America/Denver,2019,1,0.0188679245283019
SD_Grassland_Custer_County,SD_Grassland_Custer_County_9,53,43.72644,-103.79394,America/Denver,2019,3,0.0566037735849057
SD_Shelterbelt_and_Grassland_Brookings,SD_Shelterbelt_and_Grassland_Brookings_1,46,44.3246,-96.8281,America/Chicago,2019,8,0.173913043478261
SD_Shelterbelt_and_Grassland_Brookings,SD_Shelterbelt_and_Grassland_Brookings_10,49,44.34803,-96.79748,America/Chicago,2019,2,0.0408163265306122
SD_Shelterbelt_and_Grassland_Brookings,SD_Shelterbelt_and_Grassland_Brookings_12,48,44.33353,-96.80791,America/Chicago,2019,7,0.145833333333333
SD_Shelterbelt_and_Grassland_Brookings,SD_Shelterbelt_and_Grassland_Brookings_3,47,44.34054,-96.80561,America/Chicago,2019,6,0.127659574468085
SD_Shelterbelt_and_Grassland_Brookings,SD_Shelterbelt_and_Grassland_Brookings_4,35,44.3382,-96.7976,America/Chicago,2019,5,0.142857142857143
SD_Shelterbelt_and_Grassland_Brookings,SD_Shelterbelt_and_Grassland_Brookings_5,48,44.33342,-96.79593,America/Chicago,2019,9,0.1875
SD_Shelterbelt_and_Grassland_Brookings,SD_Shelterbelt_and_Grassland_Brookings_6,47,44.32694,-96.83753,America/Chicago,2019,3,0.0638297872340425
SD_Shelterbelt_and_Grassland_Brookings,SD_Shelterbelt_and_Grassland_Brookings_7,34,44.3103,-96.87334,America/Chicago,2019,2,0.0588235294117647
SD_Shelterbelt_and_Grassland_Brookings,SD_Shelterbelt_and_Grassland_Brookings_8,41,44.29754,-96.8362,America/Chicago,2019,1,0.024390243902439
SD_Shelterbelt_and_Grassland_Brookings,SD_Shelterbelt_and_Grassland_Brookings_9,46,44.35444,-96.78888,America/Chicago,2019,1,0.0217391304347826
TN_Forest_Cheatham,TN_Forest_Cheatham_10,35,36.18447,-87.10629,America/Chicago,2019,4,0.114285714285714
TN_Forest_Cheatham,TN_Forest_Cheatham_11,46,36.200920000000004,-87.09217,America/Chicago,2019,4,0.0869565217391304
TN_Forest_Cheatham,TN_Forest_Cheatham_12,46,36.19587,-87.09355,America/Chicago,2019,7,0.152173913043478
TN_Forest_Cheatham,TN_Forest_Cheatham_13,46,36.18695,-87.10856,America/Chicago,2019,7,0.152173913043478
TN_Forest_Cheatham,TN_Forest_Cheatham_14,46,36.19247,-87.09627,America/Chicago,2019,4,0.0869565217391304
TN_Forest_Cheatham,TN_Forest_Cheatham_15,46,36.1793,-87.1112,America/Chicago,2019,3,0.0652173913043478
TN_Forest_Cheatham,TN_Forest_Cheatham_16,46,36.19852,-87.11215,America/Chicago,2019,5,0.108695652173913
TN_Forest_Cheatham,TN_Forest_Cheatham_17,46,36.19171,-87.09181,America/Chicago,2019,3,0.0652173913043478
TN_Forest_Cheatham,TN_Forest_Cheatham_18,46,36.18676,-87.1039,America/Chicago,2019,17,0.369565217391304
TN_Forest_Cheatham,TN_Forest_Cheatham_19,46,36.19212,-87.10606,America/Chicago,2019,10,0.217391304347826
TN_Forest_Cheatham,TN_Forest_Cheatham_2,46,36.1966,-87.10535,America/Chicago,2019,6,0.130434782608696
TN_Forest_Cheatham,TN_Forest_Cheatham_20,46,36.19444,-87.11385,America/Chicago,2019,2,0.0434782608695652
TN_Forest_Cheatham,TN_Forest_Cheatham_21,46,36.19663,-87.10042,America/Chicago,2019,4,0.0869565217391304
TN_Forest_Cumberland Gap National Historical Park,TN_Forest_Cumberland Gap National Historical Park_1,58,36.58784,-83.6636,America/New_York,2019,2,0.0344827586206897
TN_Forest_Cumberland Gap National Historical Park,TN_Forest_Cumberland Gap National Historical Park_10,54,36.58399,-83.6677,America/New_York,2019,0,0
TN_Forest_Cumberland Gap National Historical Park,TN_Forest_Cumberland Gap National Historical Park_11,54,36.56506,-83.67034,America/New_York,2019,2,0.037037037037037
TN_Forest_Cumberland Gap National Historical Park,TN_Forest_Cumberland Gap National Historical Park_12,54,36.56986,-83.67006,America/New_York,2019,2,0.037037037037037
TX_Forest_Pineywoods_Angelina,TX_Forest_Pineywoods_Angelina_1,11,31.50047,-94.76202,America/Chicago,2019,0,0
TX_Forest_Pineywoods_Angelina,TX_Forest_Pineywoods_Angelina_10,17,31.49699,-94.78634,America/Chicago,2019,0,0
TX_Forest_Pineywoods_Angelina,TX_Forest_Pineywoods_Angelina_11,20,31.50032,-94.78662,America/Chicago,2019,0,0
TX_Forest_Pineywoods_Angelina,TX_Forest_Pineywoods_Angelina_12,16,31.50231,-94.78884,America/Chicago,2019,0,0
TX_Forest_Pineywoods_Angelina,TX_Forest_Pineywoods_Angelina_13,19,31.50507,-94.78811,America/Chicago,2019,0,0
TX_Forest_Pineywoods_Angelina,TX_Forest_Pineywoods_Angelina_14,19,31.50488,-94.78487,America/Chicago,2019,0,0
TX_Forest_Pineywoods_Angelina,TX_Forest_Pineywoods_Angelina_15,8,31.50541,-94.78234,America/Chicago,2019,0,0
TX_Forest_Pineywoods_Angelina,TX_Forest_Pineywoods_Angelina_16,13,31.50544,-94.78041,America/Chicago,2019,0,0
TX_Forest_Pineywoods_Angelina,TX_Forest_Pineywoods_Angelina_18,15,31.50141,-94.7766,America/Chicago,2019,0,0
TX_Forest_Pineywoods_Angelina,TX_Forest_Pineywoods_Angelina_19,17,31.50003,-94.77887,America/Chicago,2019,0,0
TX_Forest_Pineywoods_Angelina,TX_Forest_Pineywoods_Angelina_2,16,31.50116,-94.76462,America/Chicago,2019,0,0
TX_Forest_Pineywoods_Angelina,TX_Forest_Pineywoods_Angelina_4,18,31.49914,-94.76908,America/Chicago,2019,0,0
TX_Forest_Pineywoods_Angelina,TX_Forest_Pineywoods_Angelina_5,19,31.49856,-94.77145,America/Chicago,2019,0,0
TX_Forest_Pineywoods_Angelina,TX_Forest_Pineywoods_Angelina_7,5,31.49763,-94.77992,America/Chicago,2019,0,0
TX_Forest_Pineywoods_Angelina,TX_Forest_Pineywoods_Angelina_8,13,31.49569,-94.78193,America/Chicago,2019,0,0
TX_Forest_Pineywoods_Angelina,TX_Forest_Pineywoods_Angelina_9,11,31.497,-94.7838,America/Chicago,2019,0,0
TX_Grassland_Abilene,TX_Grassland_Abilene_10,60,32.23194,-99.88194,America/Chicago,2019,0,0
TX_Grassland_Abilene,TX_Grassland_Abilene_11,59,32.24056,-99.87917,America/Chicago,2019,1,0.0169491525423729
TX_Grassland_Abilene,TX_Grassland_Abilene_12,61,32.24583,-99.88944,America/Chicago,2019,12,0.19672131147541
TX_Grassland_Abilene,TX_Grassland_Abilene_13B,21,32.23361,-99.88806,America/Chicago,2019,3,0.142857142857143
TX_Grassland_Abilene,TX_Grassland_Abilene_2,62,32.235,-99.87583,America/Chicago,2019,0,0
TX_Grassland_Abilene,TX_Grassland_Abilene_30,61,32.24167,-99.88611,America/Chicago,2019,0,0
TX_Grassland_Abilene,TX_Grassland_Abilene_4,57,32.23806,-99.87667,America/Chicago,2019,1,0.0175438596491228
TX_Grassland_Abilene,TX_Grassland_Abilene_5,53,32.24389,-99.88806,America/Chicago,2019,2,0.0377358490566038
TX_Grassland_Abilene,TX_Grassland_Abilene_7,60,32.24167,-99.88028,America/Chicago,2019,2,0.0333333333333333
TX_Grassland_Abilene,TX_Grassland_Abilene_8,39,32.24111,-99.88306,America/Chicago,2019,0,0
TX_Grassland_Freeman_Center,TX_Grassland_Freeman_Center_10(cam1),35,29.89493,-97.92906,America/Chicago,2019,0,0
TX_Grassland_Freeman_Center,TX_Grassland_Freeman_Center_11,40,29.93823,-98.0052,America/Chicago,2019,0,0
TX_Grassland_Freeman_Center,TX_Grassland_Freeman_Center_3,17,29.93544,-98.00038,America/Chicago,2019,0,0
TX_Grassland_Freeman_Center,TX_Grassland_Freeman_Center_4,46,29.9294,-97.99498,America/Chicago,2019,0,0
TX_Grassland_Freeman_Center,TX_Grassland_Freeman_Center_5,49,29.92536,-97.99328,America/Chicago,2019,0,0
TX_Grassland_Matador,TX_Grassland_Matador_1,59,34.12904,-100.47494,America/Chicago,2019,18,0.305084745762712
TX_Grassland_Matador,TX_Grassland_Matador_10,61,34.16342,-100.35437,America/Chicago,2019,6,0.0983606557377049
TX_Grassland_Matador,TX_Grassland_Matador_2,56,34.15027,-100.40351,America/Chicago,2019,8,0.142857142857143
TX_Grassland_Matador,TX_Grassland_Matador_3,55,34.14518,-100.37684,America/Chicago,2019,6,0.109090909090909
TX_Grassland_Matador,TX_Grassland_Matador_4,56,34.12438,-100.37423,America/Chicago,2019,3,0.0535714285714286
TX_Grassland_Matador,TX_Grassland_Matador_5,60,34.13553,-100.44475,America/Chicago,2019,6,0.1
TX_Grassland_Matador,TX_Grassland_Matador_6,59,34.1063,-100.4979,America/Chicago,2019,20,0.338983050847458
TX_Grassland_Matador,TX_Grassland_Matador_8,12,34.1336,-100.4347,America/Chicago,2019,6,0.5
UT_Desert_Red_Cliffs,UT_Desert_Red_Cliffs_1,63,37.19709,-113.43764,America/Denver,2019,20,0.317460317460317
UT_Desert_Red_Cliffs,UT_Desert_Red_Cliffs_10,63,37.211,-113.437,America/Denver,2019,7,0.111111111111111
UT_Desert_Red_Cliffs,UT_Desert_Red_Cliffs_11,55,37.19834,-113.44536,America/Denver,2019,11,0.2
UT_Desert_Red_Cliffs,UT_Desert_Red_Cliffs_12,55,37.19855,-113.44761,America/Denver,2019,9,0.163636363636364
UT_Desert_Red_Cliffs,UT_Desert_Red_Cliffs_13,55,37.19862,-113.44987,America/Denver,2019,8,0.145454545454545
UT_Desert_Red_Cliffs,UT_Desert_Red_Cliffs_14,55,37.20063,-113.44884,America/Denver,2019,8,0.145454545454545
UT_Desert_Red_Cliffs,UT_Desert_Red_Cliffs_15,55,37.20089,-113.4511,America/Denver,2019,7,0.127272727272727
UT_Desert_Red_Cliffs,UT_Desert_Red_Cliffs_3,63,37.1993,-113.44138,America/Denver,2019,15,0.238095238095238
UT_Desert_Red_Cliffs,UT_Desert_Red_Cliffs_4,63,37.20108,-113.44259,America/Denver,2019,12,0.19047619047619
UT_Desert_Red_Cliffs,UT_Desert_Red_Cliffs_5,63,37.20264,-113.44116,America/Denver,2019,13,0.206349206349206
UT_Desert_Red_Cliffs,UT_Desert_Red_Cliffs_6,63,37.20436,-113.44064,America/Denver,2019,15,0.238095238095238
UT_Desert_Red_Cliffs,UT_Desert_Red_Cliffs_7,63,37.20614,-113.44035,America/Denver,2019,12,0.19047619047619
UT_Desert_Red_Cliffs,UT_Desert_Red_Cliffs_8,63,37.20766,-113.43891,America/Denver,2019,8,0.126984126984127
UT_Desert_Red_Cliffs,UT_Desert_Red_Cliffs_9,63,37.20941,-113.43841,America/Denver,2019,8,0.126984126984127
VA_Anthropogenic_Richmond,VA_Anthropogenic_Richmond_10,56,37.6163,-77.4331,America/New_York,2019,20,0.357142857142857
VA_Anthropogenic_Richmond,VA_Anthropogenic_Richmond_11,70,37.61773,-77.42855,America/New_York,2019,8,0.114285714285714
VA_Anthropogenic_Richmond,VA_Anthropogenic_Richmond_13,70,37.6136,-77.4275,America/New_York,2019,7,0.1
VA_Anthropogenic_Richmond,VA_Anthropogenic_Richmond_14,14,37.6154,-77.4292,America/New_York,2019,14,1
VA_Anthropogenic_Richmond,VA_Anthropogenic_Richmond_15,70,37.6186,-77.4314,America/New_York,2019,2,0.0285714285714286
VA_Anthropogenic_Richmond,VA_Anthropogenic_Richmond_16,56,37.62,-77.43043,America/New_York,2019,5,0.0892857142857143
VA_Anthropogenic_Richmond,VA_Anthropogenic_Richmond_22,70,37.61663,-77.4267,America/New_York,2019,5,0.0714285714285714
VA_Anthropogenic_Richmond,VA_Anthropogenic_Richmond_9,70,37.6187,-77.4338,America/New_York,2019,7,0.1
VA_Forest_Fort_AP_Hill,VA_Forest_Fort AP Hill_10B,32,38.15656,-77.3421,America/New_York,2019,5,0.15625
VA_Forest_Fort_AP_Hill,VA_Forest_Fort AP Hill_11B,32,38.14586,-77.31484,America/New_York,2019,7,0.21875
VA_Forest_Fort_AP_Hill,VA_Forest_Fort AP Hill_12B,33,38.14934,-77.33437,America/New_York,2019,2,0.0606060606060606
VA_Forest_Fort_AP_Hill,VA_Forest_Fort AP Hill_13B,33,38.15152,-77.3405,America/New_York,2019,4,0.121212121212121
VA_Forest_Fort_AP_Hill,VA_Forest_Fort AP Hill_1B,32,38.15164,-77.3221,America/New_York,2019,6,0.1875
VA_Forest_Fort_AP_Hill,VA_Forest_Fort AP Hill_2B,32,38.14514,-77.32951,America/New_York,2019,7,0.21875
VA_Forest_Fort_AP_Hill,VA_Forest_Fort AP Hill_3B,32,38.14841,-77.32142,America/New_York,2019,3,0.09375
VA_Forest_Fort_AP_Hill,VA_Forest_Fort AP Hill_4B,33,38.15298,-77.34341,America/New_York,2019,6,0.181818181818182
VA_Forest_Fort_AP_Hill,VA_Forest_Fort AP Hill_5B,33,38.1492,-77.34207,America/New_York,2019,5,0.151515151515152
VA_Forest_Fort_AP_Hill,VA_Forest_Fort AP Hill_6B,32,38.14909,-77.32598,America/New_York,2019,5,0.15625
VA_Forest_Fort_AP_Hill,VA_Forest_Fort AP Hill_7B,32,38.15571,-77.33787,America/New_York,2019,7,0.21875
VA_Forest_Fort_AP_Hill,VA_Forest_Fort AP Hill_8B,33,38.15273,-77.33726,America/New_York,2019,20,0.606060606060606
VA_Forest_Fort_AP_Hill,VA_Forest_Fort AP Hill_9B,32,38.14358,-77.3267,America/New_York,2019,5,0.15625
VA_Forest_Richmond(rural),VA_Forest_Richmond(rural)_12,68,37.59141,-77.66621,America/New_York,2019,5,0.0735294117647059
VA_Forest_Richmond(rural),VA_Forest_Richmond(rural)_13,68,37.58988,-77.6676,America/New_York,2019,34,0.5
VA_Forest_Richmond(rural),VA_Forest_Richmond(rural)_14,68,37.5918,-77.6686,America/New_York,2019,6,0.0882352941176471
