"","Array","Site_Name","Year","Latitude","Longitude","Start_Date","End_Date","Survey_Days","Humans_Per_Camera_Per_Day"
"434","MT_Roosevelt_Ranch_20","BAC.TRMR_Rec043_Mem081.20200901_2020",2020,48.09672,-112.66609,"2020-09-01","2020-11-01",61,0.0327868852459016
"435","MTHansen","BAC.TRMR_Rec043_Mem204.20210530_2021",2021,48.09672,-112.66609,"2021-08-23","2021-10-24",62,0.0161290322580645
"436","MT_Roosevelt_Ranch_20","BAC.TRMR_Rec044_Mem065.20200831_2020",2020,48.08363,-112.73207,"2020-08-31","2020-10-31",61,0.0327868852459016
"437","MTHansen","BAC.TRMR_Rec044_Mem172.20210529_2021",2021,48.08363,-112.73207,"2021-08-23","2021-10-23",61,0.0163934426229508
"438","MT_Roosevelt_Ranch_20","BAC.TRMR_Rec045_Mem064.20200831_2020",2020,48.12428,-112.68279,"2020-08-31","2020-11-01",62,0.032258064516129
"439","MTHansen","BAC.TRMR_Rec045_Mem216.20210529_2021",2021,48.12428,-112.68279,"2021-08-23","2021-10-24",62,0.032258064516129
"440","MT_Roosevelt_Ranch_20","BAC.TRMR_Rec046_Mem107.20200901_2020",2020,48.08761,-112.67028,"2020-09-01","2020-11-01",61,0.0491803278688525
"441","MTHansen","BAC.TRMR_Rec046_Mem117.20210530_2021",2021,48.08761,-112.67028,"2021-08-23","2021-10-24",62,0.0161290322580645
"442","MT_Roosevelt_Ranch_20","BAC.TRMR_Rec048_Mem093.20200831_2020",2020,48.12314,-112.69136,"2020-08-31","2020-11-01",62,0.0483870967741935
"443","MTHansen","BAC.TRMR_Rec048_Mem148.20210529.fix_2021",2021,48.12314,-112.69136,"2021-08-23","2021-09-29",37,0
"444","MT_Roosevelt_Ranch_20","BAC.TRMR_Rec049_Mem095.20200901_2020",2020,48.09966,-112.67345,"2020-09-01","2020-11-01",61,0.0327868852459016
"445","MTHansen","BAC.TRMR_Rec049_Mem211.20210530_2021",2021,48.09966,-112.67345,"2021-08-23","2021-10-24",62,0.0161290322580645
"446","MT_Roosevelt_Ranch_20","BAC.TRMR_Rec050_Mem060.20200831_2020",2020,48.07745,-112.7211,"2020-08-31","2020-10-31",61,0.0327868852459016
"447","MTHansen","BAC.TRMR_Rec050_Mem150.20210529_2021",2021,48.07745,-112.7211,"2021-08-23","2021-10-23",61,0.0163934426229508
"448","MT_Roosevelt_Ranch_20","BAC.TRMR_Rec051_Mem036.20200831_2020",2020,48.08408,-112.72256,"2020-08-31","2020-10-31",61,0.0327868852459016
"449","MTHansen","BAC.TRMR_Rec051_Mem187.20210529_2021",2021,48.08408,-112.72256,"2021-08-23","2021-10-23",61,0.0163934426229508
"450","MT_Roosevelt_Ranch_20","BAC.TRMR_Rec052_Mem038.20200901_2020",2020,48.08859,-112.677,"2020-09-01","2020-11-01",61,0.0491803278688525
"451","MTHansen","BAC.TRMR_Rec052_Mem152.20210530_2021",2021,48.08859,-112.677,"2021-08-23","2021-10-24",62,0.0161290322580645
"452","MT_Roosevelt_Ranch_20","BAC.TRMR_Rec056_Mem033.20200901_2020",2020,48.10876,-112.6812,"2020-09-01","2020-11-01",61,0.0327868852459016
"453","MTHansen","BAC.TRMR_Rec056_Mem219.20210530_2021",2021,48.10876,-112.6812,"2021-08-23","2021-10-23",61,0.0163934426229508
"454","MT_Roosevelt_Ranch_20","BAC.TRMR_Rec058_Mem097.20200831_2020",2020,48.06424,-112.72783,"2020-08-31","2020-10-31",61,0.0327868852459016
"455","MTHansen","BAC.TRMR_Rec058_Mem173.20210529_2021",2021,48.06424,-112.72783,"2021-08-23","2021-10-23",61,0.0163934426229508
"456","MT_Roosevelt_Ranch_20","BAC.TRMR_Rec060_Mem083.20200901_2020",2020,48.1164,-112.66098,"2020-09-01","2020-11-01",61,0.0819672131147541
"457","MTHansen","BAC.TRMR_Rec060_Mem194.20210530_2021",2021,48.1164,-112.66098,"2021-08-23","2021-10-24",62,0.0161290322580645
"458","MT_Roosevelt_Ranch_20","BAC.TRMR_Rec063_Mem079.20200831_2020",2020,48.05622,-112.72646,"2020-08-31","2020-10-31",61,0.0327868852459016
"459","MTHansen","BAC.TRMR_Rec063_Mem139.20210529_2021",2021,48.05622,-112.72646,"2021-08-23","2021-10-23",61,0.0163934426229508
"460","MT_Roosevelt_Ranch_20","BAC.TRMR_Rec064_Mem061.20200831_2020",2020,48.05618,-112.73936,"2020-08-31","2020-10-31",61,0.0327868852459016
"461","MTHansen","BAC.TRMR_Rec064_Mem214.20210529_2021",2021,48.05618,-112.73936,"2021-08-23","2021-10-23",61,0.0327868852459016
"462","Baggs","Baggs_Wild_Grasslands_21_dep_01_2021",2021,41.25946,-107.64845,"2021-09-04","2021-10-31",57,0.0526315789473684
"463","Baggs","Baggs_Wild_Grasslands_21_dep_01_USE_2021",2021,41.28419,-107.66229,"2021-09-04","2021-10-09",35,0.0571428571428571
"464","Baggs","Baggs_Wild_Grasslands_21_dep_02_USE_2021",2021,41.28229,-107.66082,"2021-09-04","2021-10-31",57,0.0701754385964912
"465","Baggs","Baggs_Wild_Grasslands_21_dep_03_USE_2021",2021,41.28034,-107.65901,"2021-09-04","2021-10-31",57,0.0701754385964912
"466","Baggs","Baggs_Wild_Grasslands_21_dep_05_USE_2021",2021,41.27278,-107.65516,"2021-09-04","2021-10-31",57,0.0701754385964912
"467","Baggs","Baggs_Wild_Grasslands_21_dep_06_USE_2021",2021,41.27078,-107.65013,"2021-09-04","2021-10-31",57,0.0701754385964912
"468","Baggs","Baggs_Wild_Grasslands_21_dep_07_2021",2021,41.26739,-107.64914,"2021-09-04","2021-10-31",57,0.0175438596491228
"469","Baggs","Baggs_Wild_Grasslands_21_dep_08_2021",2021,41.26388,-107.64718,"2021-09-04","2021-10-31",57,0.385964912280702
"470","Baggs","Baggs_Wild_Grasslands_21_dep_10_2021",2021,41.25634,-107.64667,"2021-09-04","2021-10-31",57,0.0350877192982456
"471","UT_Desert_Wasatch","Blaine Preserve.USA.2019_2019",2019,40.73222,-111.84668,"2019-10-04","2019-11-17",44,0.113636363636364
"472","UT_SLC_20","Blaine Preserve.USA.2020_2020",2020,40.73226,-111.84674,"2020-10-06","2020-11-05",30,0.1
"473","Carrizo","C 09/03/2021_2021",2021,35.366101,-120.019248,"2021-09-03","2021-10-01",28,0.107142857142857
"477","Mojave","CAM_1 - Location 3_2021",2021,36.44726,-115.41371,"2021-09-11","2021-11-06",56,0.0714285714285714
"478","Mojave","CAM_2 - Location 3_2021",2021,36.46242,-115.39923,"2021-09-06","2021-11-06",61,NA
"479","Mojave","CAM_22 - Location 3_2021",2021,36.44847,-115.38708,"2021-09-10","2021-11-06",57,0.350877192982456
"480","Mojave","CAM_23 - Location 3_2021",2021,36.39083,-115.34051,"2021-09-11","2021-11-07",57,0
"481","Mojave","CAM_24 - Location 3_2021",2021,36.30764,-115.18676,"2021-09-26","2021-11-14",49,NA
"482","Mojave","CAM_26 - Location 3_2021",2021,36.30638,-115.16678,"2021-09-26","2021-11-14",49,0
"483","Mojave","CAM_30 - Location 3_2021",2021,36.36948,-115.31667,"2021-09-11","2021-11-07",57,0.0526315789473684
"484","Mojave","CAM_32 - Location 3_2021",2021,36.33581,-115.26071,"2021-09-19","2021-11-14",56,0.892857142857143
"485","Mojave","CAM_4 - Location 3_2021",2021,36.33658,-115.279,"2021-09-19","2021-11-13",55,9.69090909090909
"486","Mojave","CAM_6 - Location 3_2021",2021,36.36572,-115.3083,"2021-09-11","2021-11-07",57,0
"487","Mojave","CAM_7 - Location 3_2021",2021,36.42217,-115.40918,"2021-09-11","2021-11-07",57,0
"488","Carlile","CA_Anthropogenic_Carlile_22_01_2022",2022,37.9072,-122.0108,"2022-09-12","2022-10-31",49,0.122448979591837
"489","Carlile","CA_Anthropogenic_Carlile_22_02_2022",2022,37.9102,-122.0088,"2022-09-01","2022-10-31",60,0.333333333333333
"490","Carlile","CA_Anthropogenic_Carlile_22_03_2022",2022,37.9097,-122.0119,"2022-09-01","2022-10-31",60,0.0833333333333333
"491","Carlile","CA_Anthropogenic_Carlile_22_05_2022",2022,37.9069,-122.0083,"2022-09-01","2022-10-31",60,0.366666666666667
"492","Carlile","CA_Anthropogenic_Carlile_22_06_2022",2022,37.9086,-122.0028,"2022-09-01","2022-10-31",60,0.2
"493","Carlile","CA_Anthropogenic_Carlile_22_07a_2022",2022,37.9058,-122.0033,"2022-09-01","2022-09-11",10,0.1
"494","Carlile","CA_Anthropogenic_Carlile_22_07b_2022",2022,37.9058,-122.0033,"2022-10-20","2022-10-31",11,0.0909090909090909
"495","Carlile","CA_Anthropogenic_Carlile_22_08_2022",2022,37.9053,-122.0008,"2022-09-01","2022-10-31",60,0.0333333333333333
"496","Carlile","CA_Anthropogenic_Carlile_22_09_2022",2022,37.9065,-122.006,"2022-09-01","2022-10-31",60,0.1
"497","Carlile","CA_Anthropogenic_Carlile_22_10_2022",2022,37.9072,-122,"2022-09-01","2022-10-31",60,0.0666666666666667
"498","CA_Forest_Humboldt","CA_Forest_Humboldt_10_2019",2019,41.28632,-124.0065,"2019-09-07","2019-09-29",22,0.0909090909090909
"499","CA_Forest_Humboldt","CA_Forest_Humboldt_11_2019",2019,41.27639,-124.00436,"2019-09-05","2019-10-20",45,0.0888888888888889
"500","CA_Forest_Humboldt","CA_Forest_Humboldt_12_2019",2019,41.30415,-124.01818,"2019-09-01","2019-10-20",49,0.122448979591837
"501","CA_Forest_Humboldt","CA_Forest_Humboldt_13_2019",2019,41.3026,-124.01615,"2019-09-01","2019-10-20",49,0.102040816326531
"502","CA_Forest_Humboldt","CA_Forest_Humboldt_14_2019",2019,41.30504,-124.01562,"2019-09-01","2019-09-21",20,0.1
"503","CA_Forest_Humboldt","CA_Forest_Humboldt_16_2019",2019,41.3058,-124.01984,"2019-09-21","2019-10-20",29,0.103448275862069
"504","CA_Forest_Humboldt","CA_Forest_Humboldt_17_2019",2019,41.30658,-124.02187,"2019-09-21","2019-10-20",29,0.103448275862069
"505","CA_Forest_Humboldt","CA_Forest_Humboldt_18_2019",2019,41.30835,-124.02464,"2019-09-21","2019-10-20",29,0.0689655172413793
"506","CA_Forest_Humboldt","CA_Forest_Humboldt_1_2019",2019,41.30322,-124.01091,"2019-09-07","2019-09-29",22,0.0909090909090909
"507","CA_Forest_Humboldt","CA_Forest_Humboldt_2_2019",2019,41.30433,-124.01348,"2019-09-01","2019-09-21",20,0.1
"508","CA_Forest_Humboldt","CA_Forest_Humboldt_3_2019",2019,41.30166,-124.01341,"2019-09-01","2019-09-21",20,0.15
"509","CA_Forest_Humboldt","CA_Forest_Humboldt_4_2019",2019,41.30047,-124.01103,"2019-09-01","2019-09-21",20,0.15
"510","CA_Forest_Humboldt","CA_Forest_Humboldt_5_2019",2019,41.2844,-124.00714,"2019-09-05","2019-10-20",45,0.133333333333333
"511","CA_Forest_Humboldt","CA_Forest_Humboldt_6_2019",2019,41.2827,-124.00808,"2019-09-05","2019-10-12",37,0.0540540540540541
"512","CA_Forest_Humboldt","CA_Forest_Humboldt_7_2019",2019,41.2848,-124.00429,"2019-09-05","2019-10-20",45,0.0666666666666667
"513","CA_Forest_Pepperwood_Preserve","CA_Forest_Pepperwood_Preserve_10_2019",2019,38.59622,-122.71297,"2019-09-01","2019-09-16",15,0.133333333333333
"514","CA_Forest_Pepperwood_Preserve","CA_Forest_Pepperwood_Preserve_11_2019",2019,38.60502,-122.70084,"2019-09-04","2019-09-16",12,0.166666666666667
"515","CA_Forest_Pepperwood_Preserve","CA_Forest_Pepperwood_Preserve_12_2019",2019,38.60535,-122.72408,"2019-09-16","2019-10-22",36,0.0833333333333333
"516","CA_Forest_Pepperwood_Preserve","CA_Forest_Pepperwood_Preserve_13_2019",2019,38.60513,-122.71257,"2019-09-01","2019-10-22",51,0.0588235294117647
"517","CA_Forest_Pepperwood_Preserve","CA_Forest_Pepperwood_Preserve_1_2019",2019,38.58762,-122.72356,"2019-09-02","2019-10-09",37,0.0540540540540541
"518","CA_Forest_Pepperwood_Preserve_20","CA_Forest_Pepperwood_Preserve_20_01_2020",2020,38.6053,-122.724,"2020-09-02","2020-10-13",41,0.292682926829268
"519","CA_Forest_Pepperwood_Preserve_20","CA_Forest_Pepperwood_Preserve_20_02_reupload_2020",2020,38.6051,-122.7125,"2020-09-02","2020-10-13",41,0.048780487804878
"520","CA_Forest_Pepperwood_Preserve_20","CA_Forest_Pepperwood_Preserve_20_03_2020",2020,38.5966,-122.7352,"2020-09-02","2020-10-13",41,0.219512195121951
"521","CA_Forest_Pepperwood_Preserve_20","CA_Forest_Pepperwood_Preserve_20_04_2020",2020,38.5962,-122.7245,"2020-09-02","2020-10-13",41,0.414634146341463
"522","CA_Forest_Pepperwood_Preserve_20","CA_Forest_Pepperwood_Preserve_20_06_2020",2020,38.5962,-122.7129,"2020-09-02","2020-09-14",12,0.666666666666667
"523","CA_Forest_Pepperwood_Preserve_20","CA_Forest_Pepperwood_Preserve_20_07_2020",2020,38.5961,-122.7013,"2020-09-02","2020-10-13",41,0.317073170731707
"524","CA_Forest_Pepperwood_Preserve_20","CA_Forest_Pepperwood_Preserve_20_08_2020",2020,38.58761,-122.72355,"2020-09-02","2020-10-14",42,0.571428571428571
"525","CA_Forest_Pepperwood_Preserve_20","CA_Forest_Pepperwood_Preserve_20_09_2020",2020,38.58715,-122.70147,"2020-09-03","2020-10-14",41,0.292682926829268
"526","CA_Forest_Pepperwood_Preserve_20","CA_Forest_Pepperwood_Preserve_20_10_2020",2020,38.56913,-122.72415,"2020-09-04","2020-10-15",41,0.317073170731707
"527","CA_Forest_Pepperwood_Preserve_20","CA_Forest_Pepperwood_Preserve_20_11_2020",2020,38.5871,-122.6896,"2020-09-03","2020-09-15",12,0.666666666666667
"528","CA_Forest_Pepperwood_Preserve_20","CA_Forest_Pepperwood_Preserve_20_12_2020",2020,38.57803,-122.68996,"2020-09-03","2020-10-14",41,0.390243902439024
"529","CA_Forest_Pepperwood_Preserve_20","CA_Forest_Pepperwood_Preserve_20_13_2020",2020,38.56841,-122.73609,"2020-09-04","2020-10-15",41,0.439024390243902
"530","CA_Forest_Pepperwood_Preserve","CA_Forest_Pepperwood_Preserve_2_2019",2019,38.58716,-122.70148,"2019-08-31","2019-10-09",39,0.0512820512820513
"531","CA_Forest_Pepperwood_Preserve","CA_Forest_Pepperwood_Preserve_3_2019",2019,38.58714,-122.68969,"2019-09-01","2019-10-09",38,0.0526315789473684
"532","CA_Forest_Pepperwood_Preserve","CA_Forest_Pepperwood_Preserve_5_2019",2019,38.57804,-122.68997,"2019-09-01","2019-10-09",38,0.0263157894736842
"533","CA_Forest_Pepperwood_Preserve","CA_Forest_Pepperwood_Preserve_6_2019",2019,38.56842,-122.7361,"2019-09-01","2019-10-11",40,0.1
"534","CA_Forest_Pepperwood_Preserve","CA_Forest_Pepperwood_Preserve_7_2019",2019,38.59623,-122.72451,"2019-08-31","2019-10-11",41,0.0731707317073171
"535","CA_Forest_Pepperwood_Preserve","CA_Forest_Pepperwood_Preserve_8_2019",2019,38.5966,-122.73527,"2019-08-31","2019-09-20",20,0
"536","CA_Forest_Pepperwood_Preserve","CA_Forest_Pepperwood_Preserve_9_2019",2019,38.56914,-122.72416,"2019-08-31","2019-10-11",41,0.024390243902439
"537","Redwoods","CA_Forest_Redwoods_01_01_2022",2022,40.6982,-124.1891,"2022-09-01","2022-10-05",34,0
"538","Redwoods","CA_Forest_Redwoods_01_02_2022",2022,40.6959,-124.1889,"2022-10-05","2022-10-30",25,0
"539","Redwoods","CA_Forest_Redwoods_02_01_2022",2022,40.6955,-124.1899,"2022-09-01","2022-10-05",34,0
"540","Redwoods","CA_Forest_Redwoods_02_02_2022",2022,40.6955,-124.1899,"2022-10-05","2022-11-03",29,0
"541","Redwoods","CA_Forest_Redwoods_03_02_2022",2022,40.7004,-124.1978,"2022-10-05","2022-11-03",29,0
"542","Redwoods","CA_Forest_Redwoods_04_01_2022",2022,40.7008,-124.1995,"2022-09-01","2022-10-05",34,0.0294117647058824
"543","Redwoods","CA_Forest_Redwoods_04_02_2022",2022,40.7008,-124.1995,"2022-10-05","2022-10-30",25,0
"544","Redwoods","CA_Forest_Redwoods_05_01_2022",2022,40.7005,-124.2032,"2022-09-01","2022-10-05",34,0.0294117647058824
"545","Redwoods","CA_Forest_Redwoods_05_02_2022",2022,40.7005,-124.2032,"2022-10-05","2022-10-30",25,0
"546","Redwoods","CA_Forest_Redwoods_06_01_2022",2022,40.6999,-124.1907,"2022-09-01","2022-10-05",34,0.0294117647058824
"547","Redwoods","CA_Forest_Redwoods_06_02_2022",2022,40.6999,-124.1907,"2022-10-05","2022-10-30",25,0
"548","Redwoods","CA_Forest_Redwoods_07_01_2022",2022,40.7004,-124.1907,"2022-09-01","2022-10-05",34,0.0294117647058824
"549","Redwoods","CA_Forest_Redwoods_07_02_2022",2022,40.7004,-124.1907,"2022-10-06","2022-10-30",24,0
"550","Redwoods","CA_Forest_Redwoods_08_01_2022",2022,40.7008,-124.1927,"2022-08-31","2022-10-06",36,0
"551","Redwoods","CA_Forest_Redwoods_08_02_2022",2022,40.7008,-124.1927,"2022-10-06","2022-10-30",24,0
"552","Redwoods","CA_Forest_Redwoods_09_01_2022",2022,40.6983,-124.1926,"2022-09-01","2022-10-05",34,0.0588235294117647
"553","Redwoods","CA_Forest_Redwoods_09_02_2022",2022,40.6983,-124.1926,"2022-10-06","2022-10-30",24,0
"554","Redwoods","CA_Forest_Redwoods_10_01_2022",2022,40.6996,-124.1894,"2022-08-31","2022-10-06",36,0.0833333333333333
"555","Redwoods","CA_Forest_Redwoods_10_02_2022",2022,40.6996,-124.1894,"2022-10-06","2022-10-30",24,0
"556","Redwoods","CA_Forest_Redwoods_11_01_2022",2022,40.6982,-124.1891,"2022-09-01","2022-10-05",34,0
"557","Redwoods","CA_Forest_Redwoods_11_02_2022",2022,40.6982,-124.1891,"2022-10-06","2022-11-03",28,0
"558","Redwoods","CA_Forest_Redwoods_12_01_2022",2022,40.6991,-124.1935,"2022-09-01","2022-10-05",34,0.0882352941176471
"559","Redwoods","CA_Forest_Redwoods_12_02_2022",2022,40.6991,-124.1935,"2022-10-06","2022-11-03",28,0
"560","Redwoods","CA_Forest_Redwoods_13_01_2022",2022,40.6955,-124.1933,"2022-09-01","2022-10-05",34,0
"561","Redwoods","CA_Forest_Redwoods_14_01_2022",2022,40.6952,-124.1915,"2022-09-01","2022-10-05",34,0
"562","Redwoods","CA_Forest_Redwoods_14_02_2022",2022,40.6952,-124.1915,"2022-10-07","2022-11-03",27,0.037037037037037
"563","Redwoods","CA_Forest_Redwoods_15_01_2022",2022,40.6994,-124.1917,"2022-09-01","2022-10-05",34,0.0588235294117647
"564","Redwoods","CA_Forest_Redwoods_15_02_2022",2022,40.6994,-124.1917,"2022-10-06","2022-11-03",28,0
"565","Redwoods","CA_Forest_Redwoods_CR06B_2022",2022,40.6999,-124.2011,"2022-10-17","2022-11-03",17,0
"566","CA_Forest_Sierra Nevada","CA_Forest_Sierra Nevada_10_2019",2019,37.37062,-119.68237,"2019-09-28","2019-10-26",28,0.0714285714285714
"567","CA_Forest_Sierra Nevada","CA_Forest_Sierra Nevada_11_2019",2019,37.363,-119.69463,"2019-08-31","2019-10-26",56,0.142857142857143
"568","CA_Forest_Sierra Nevada","CA_Forest_Sierra Nevada_1_2019",2019,37.36991,-119.67375,"2019-08-31","2019-09-17",17,0.117647058823529
"569","CA_Forest_Sierra Nevada_20","CA_Forest_Sierra Nevada_20_01_2020",2020,37.41507,-119.59993,"2020-09-02","2020-10-24",52,0.0576923076923077
"570","CA_Forest_Sierra Nevada_20","CA_Forest_Sierra Nevada_20_02_2020",2020,37.41716,-119.59964,"2020-09-02","2020-10-24",52,0.0384615384615385
"571","CA_Forest_Sierra Nevada_20","CA_Forest_Sierra Nevada_20_03_2020",2020,37.41382,-119.59771,"2020-09-02","2020-10-24",52,0.115384615384615
"572","CA_Forest_Sierra Nevada_20","CA_Forest_Sierra Nevada_20_04_2020",2020,37.41171,-119.59614,"2020-09-02","2020-10-24",52,0.0384615384615385
"573","CA_Forest_Sierra Nevada_20","CA_Forest_Sierra Nevada_20_05_2020",2020,37.41618,-119.59627,"2020-09-02","2020-10-22",50,0.02
"574","CA_Forest_Sierra Nevada_20","CA_Forest_Sierra Nevada_20_06_2020",2020,37.41854,-119.59508,"2020-09-02","2020-10-24",52,0.0384615384615385
"575","CA_Forest_Sierra Nevada_20","CA_Forest_Sierra Nevada_20_07_2020",2020,37.42293,-119.59515,"2020-09-02","2020-10-24",52,0.0384615384615385
"576","CA_Forest_Sierra Nevada_20","CA_Forest_Sierra Nevada_20_08_2020",2020,37.41197,-119.59953,"2020-09-02","2020-10-24",52,0.0384615384615385
"577","CA_Forest_Sierra Nevada_20","CA_Forest_Sierra Nevada_20_09_2020",2020,37.41124,-119.59506,"2020-09-02","2020-10-24",52,0.0384615384615385
"578","CA_Forest_Sierra Nevada","CA_Forest_Sierra Nevada_2_2019",2019,37.36519,-119.69414,"2019-08-31","2019-09-27",27,0.037037037037037
"579","CA_Forest_Sierra Nevada","CA_Forest_Sierra Nevada_3_2019",2019,37.36256,-119.69152,"2019-08-31","2019-10-26",56,0.285714285714286
"580","CA_Forest_Sierra Nevada","CA_Forest_Sierra Nevada_4_2019",2019,37.36192,-119.68836,"2019-08-31","2019-10-26",56,0.0714285714285714
"581","CA_Forest_Sierra Nevada","CA_Forest_Sierra Nevada_5_2019",2019,37.36185,-119.68449,"2019-09-01","2019-10-26",55,0.0909090909090909
"582","CA_Forest_Sierra Nevada","CA_Forest_Sierra Nevada_6_2019",2019,37.36478,-119.68007,"2019-08-31","2019-10-26",56,0.160714285714286
"583","CA_Forest_Sierra Nevada","CA_Forest_Sierra Nevada_7_2019",2019,37.36906,-119.67689,"2019-08-31","2019-10-26",56,0.125
"584","CA_Forest_Sierra Nevada","CA_Forest_Sierra Nevada_8_2019",2019,37.36697,-119.6736,"2019-08-31","2019-10-26",56,0.142857142857143
"585","CA_Forest_Sierra Nevada","CA_Forest_Sierra Nevada_9_2019",2019,37.36815,-119.67053,"2019-08-31","2019-10-26",56,0.0714285714285714
"586","SierraNevada","CA_Forest_SierraNevada_21_dep_02,CA_Forest_SierraNevada_21_loc_02, 08/27/2021_2021",2021,37.367503,-119.676376,"2021-08-27","2021-10-29",63,0.0476190476190476
"587","SierraNevada","CA_Forest_SierraNevada_21_dep_03,CA_Forest_SierraNevada_21_loc_03, 08/27/2021_2021",2021,37.367845,-119.6738159,"2021-08-27","2021-10-29",63,0.0476190476190476
"588","SierraNevada","CA_Forest_SierraNevada_21_dep_04,CA_Forest_SierraNevada_21_loc_04, 08/27/2021_2021",2021,37.3673921,-119.6684335,"2021-08-27","2021-10-29",63,0.0158730158730159
"589","SierraNevada","CA_Forest_SierraNevada_21_dep_05,CA_Forest_SierraNevada_21_loc_05, 08/27/2021_2021",2021,37.374195,-119.669007,"2021-08-27","2021-10-29",63,0.0476190476190476
"590","SierraNevada","CA_Forest_SierraNevada_21_dep_06,CA_Forest_SierraNevada_21_loc_06, 08/27/2021_2021",2021,37.37083414,-119.6814405,"2021-08-27","2021-10-29",63,0.0634920634920635
"591","SierraNevada","CA_Forest_SierraNevada_21_dep_07,CA_Forest_SierraNevada_21_loc_07, 08/27/2021_2021",2021,37.378245,-119.683887,"2021-08-27","2021-10-29",63,0.0476190476190476
"592","SierraNevada","CA_Forest_SierraNevada_21_dep_08,CA_Forest_SierraNevada_21_loc_08, 08/27/2021_2021",2021,37.370683,-119.69914,"2021-08-27","2021-10-29",63,0.0158730158730159
"593","SierraNevada","CA_Forest_SierraNevada_21_dep_09,CA_Forest_SierraNevada_21_loc_09, 08/27/2021_2021",2021,37.36184,-119.698846,"2021-08-27","2021-10-29",63,0.0317460317460317
"594","SierraNevada","CA_Forest_SierraNevada_21_dep_10,CA_Forest_SierraNevada_21_loc_10, 08/27/2021_2021",2021,37.367026,-119.692881,"2021-08-27","2021-10-29",63,0.0476190476190476
"595","SierraNevada","CA_Forest_SierraNevada_Camera 10_2022",2022,37.3681,-119.671,"2022-08-28","2022-10-22",55,0.0727272727272727
"596","SierraNevada","CA_Forest_SierraNevada_Camera 11_2022",2022,37.371,-119.6803,"2022-08-28","2022-10-22",55,0.0363636363636364
"597","SierraNevada","CA_Forest_SierraNevada_Camera 12_2022",2022,37.3687,-119.6791,"2022-08-28","2022-10-22",55,0.0181818181818182
"598","SierraNevada","CA_Forest_SierraNevada_Camera 13_Deployment 1_2022",2022,37.3691,-119.6881,"2022-08-28","2022-10-11",44,0.0227272727272727
"599","SierraNevada","CA_Forest_SierraNevada_Camera 13_Deployment 2_2022",2022,37.3691,-119.6881,"2022-10-11","2022-10-22",11,0.454545454545455
"600","SierraNevada","CA_Forest_SierraNevada_Camera 14_2022",2022,37.3679,-119.6922,"2022-08-28","2022-10-22",55,0.0181818181818182
"601","SierraNevada","CA_Forest_SierraNevada_Camera 15_2022",2022,37.3666,-119.694,"2022-08-28","2022-10-22",55,0.0545454545454545
"602","SierraNevada","CA_Forest_SierraNevada_Camera 1_2022",2022,37.3617,-119.6961,"2022-08-28","2022-10-22",55,0.0363636363636364
"603","SierraNevada","CA_Forest_SierraNevada_Camera 2_2022",2022,37.3625,-119.6894,"2022-08-28","2022-10-22",55,0.0363636363636364
"604","SierraNevada","CA_Forest_SierraNevada_Camera 3_2022",2022,37.3616,-119.6855,"2022-08-28","2022-10-22",55,0.0363636363636364
"605","SierraNevada","CA_Forest_SierraNevada_Camera 4_2022",2022,37.3622,-119.6833,"2022-08-28","2022-10-22",55,0.0727272727272727
"606","SierraNevada","CA_Forest_SierraNevada_Camera 5_2022",2022,37.3656,-119.6788,"2022-08-28","2022-10-22",55,0.0545454545454545
"607","SierraNevada","CA_Forest_SierraNevada_Camera 6_2022",2022,37.3678,-119.6766,"2022-08-28","2022-10-22",55,0.0545454545454545
"608","SierraNevada","CA_Forest_SierraNevada_Camera 7_2022",2022,37.3701,-119.6758,"2022-08-28","2022-10-22",55,0.0181818181818182
"609","SierraNevada","CA_Forest_SierraNevada_Camera 8_2022",2022,37.3707,-119.673,"2022-08-28","2022-10-22",55,0.0363636363636364
"610","SierraNevada","CA_Forest_SierraNevada_Camera 9_2022",2022,37.3678,-119.6732,"2022-08-28","2022-10-22",55,0.0363636363636364
"611","CA_Grassland_Carrizo_Plains_20","CA_Grassland_Carrizo Plains_20_01_2020",2020,35.38726,-120.01558,"2020-09-03","2020-09-23",20,0.05
"612","CA_Grassland_Carrizo_Plains_20","CA_Grassland_Carrizo Plains_20_02_2020",2020,35.33724,-120.05406,"2020-09-25","2020-10-29",34,0.0294117647058824
"613","CA_Grassland_Carrizo_Plains_20","CA_Grassland_Carrizo Plains_20_03_2020",2020,35.35845,-119.99775,"2020-09-03","2020-09-15",12,0.0833333333333333
"614","CA_Grassland_Carrizo_Plains_20","CA_Grassland_Carrizo Plains_20_04_2020",2020,35.38357,-119.98726,"2020-09-03","2020-10-30",57,0.0350877192982456
"615","CA_Grassland_Carrizo_Plains_20","CA_Grassland_Carrizo Plains_20_05_2020",2020,35.3933,-120.02442,"2020-09-03","2020-09-25",22,0.318181818181818
"616","CA_Grassland_Carrizo_Plains_20","CA_Grassland_Carrizo Plains_20_06_2020",2020,35.36669,-120.01926,"2020-09-03","2020-10-23",50,0.04
"617","CA_Grassland_Carrizo_Plains_20","CA_Grassland_Carrizo Plains_20_07_2020",2020,35.39286,-119.98782,"2020-09-03","2020-10-18",45,0.288888888888889
"618","CA_Grassland_Carrizo_Plains_20","CA_Grassland_Carrizo Plains_20_08_2020",2020,35.36948,-119.9763,"2020-09-03","2020-09-06",3,0.333333333333333
