"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","Site"
"20","242","249","256","263","270","277","284","291",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AZ_Desert_McDowell_Sonoran_Preserve_7B_2019"
"21","242","249","256","263","270","277","284","291",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AZ_Desert_McDowell_Sonoran_Preserve_8_2019"
"22","244","251","258","265","272","279","286","293","300","307","312",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AZ_Desert_Res2_dep1_2022"
"23","259","266","273","280","287","294","299",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AZ_Desert_Res5_dep1_2022"
"24","238","245","252","259","266","273","280","287","294","301","308",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AZ_Desert_SB3_dep1_2022"
"25","221","228","235","242","249","256","263","270","277","284","291","298","305","312","319","326","333",NA,NA,NA,NA,"AZ_Desert_Sonoran_22_CONFORTI 08/06/2022_2022"
"26","247","254","261","268","275","282","289","296","303","310","317","323",NA,NA,NA,NA,NA,NA,NA,NA,NA,"AZ_Desert_Sonoran_22_DEER 09/01/2022_2022"
"27","300","305",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AZ_Desert_Sonoran_22_DOVE 10/24/2022_2022"
"28","233","240","247","254","261","268","275","282","289","296","303","310",NA,NA,NA,NA,NA,NA,NA,NA,NA,"AZ_Desert_Sonoran_22_MALLOW 08/18/2022_2022"
"29","260","267","273",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AZ_Desert_Sonoran_22_Mallow_10-01_2022"
"30","228","235","242","247",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AZ_Desert_Sonoran_22_OWL_09-04_2022"
"31","247","254","261","268","275","282","289","296","303","310","316",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AZ_Desert_Sonoran_22_OWL_2022"
"32","285","292","299","306","313","320",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AZ_Desert_Sonoran_22_RINGTAIL 10/09/2022_2022"
"33","279","286","293","300","307","312",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AZ_Desert_Sonoran_22_SNIBBY 10/03/2022_2022"
"34","304","311","318","325","332",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AZ_Desert_Sonoran_22_THRASHER_2022"
"35","233","240","247","254","261","268","275","280",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AZ_Desert_Sonoran_22_TOAD_2022"
"36","284","291","296",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AZ_Desert_Sonoran_22_VIEW_2022"
"37","238","245","252","259","266","273","280","287","294","301","308",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AZ_Desert_TV5_dep1_2022"
"38","253","260","267","274","281","288","295","302","309","315",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AZ_Desert_Tucson_AC2_dep1_2022"
"39","253","260","267","274","281","288","295","302",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AZ_Desert_Tucson_AC3_depl1_2022"
"40","253","260","267","274","281","288","295","302",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AZ_Desert_Tucson_AC4_dep1_2022"
"41","259","266","273","280","287","294","301","308","315","322","327",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AZ_Desert_Tucson_Res3_dep1_2022"
"42","245","252","259","266","273","280","287","294","301","308","315","320",NA,NA,NA,NA,NA,NA,NA,NA,NA,"AZ_Desert_UT3_2022"
"43","216","223","230","237","244","251","256",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AZ_Forest_1001_20220718_2022"
"44","216","223","230","237","244","251","256",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AZ_Forest_1002_20220718_2022"
"45","216","223","230","237","244","251","256",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AZ_Forest_1003_20220718_2022"
"46","216","223","230","237","244","251","256",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AZ_Forest_1004_20220718_2022"
"47","216","223","230","237","244","251","256",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AZ_Forest_1005_20220718_2022"
"48","216","223","230","237","244","251","256",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AZ_Forest_1006_20220718_2022"
"49","216","223","230","237","244","251","256",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AZ_Forest_1007_20220718_2022"
"50","216","223","230","237","244","251","256",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AZ_Forest_1008_20220718_2022"
"51","216","223","230","237","244","251","258","265",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AZ_Forest_1101_20220722_2022"
"52","272","279","286","293","300","307","314","320",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AZ_Forest_1101_20220926_2022"
"53","216","223","230","237","244","251","258","265",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AZ_Forest_1102_20220722_2022"
"54","272","279","286","293","300","307","314","320",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AZ_Forest_1102_20220926_2022"
"55","216","223","230","237","244","251","258","265",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AZ_Forest_1103_20220722_2022"
"56","272","279","286","293","300","307","314","320",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AZ_Forest_1103_20220926_2022"
"57","216","223","230","237","244","251","258","265",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AZ_Forest_1104_20220722_2022"
"58","272","279","286","293","300","307","314","320",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AZ_Forest_1104_20220926_2022"
"59","272","279","286","293","300","307","314","320",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AZ_Forest_1105_20220926_2022"
"60","272","279","286","293","300","307","314","320",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AZ_Forest_1106_20220926_2022"
"61","272","279","286","293","300","307","314","320",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AZ_Forest_1107_20220926_2022"
"62","272","279","286","293","300","307","314","320",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AZ_Forest_1108_20220926_2022"
"63","259","266","273","280","287","294","301","308",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AZ_Forest_Harrity_1001_20220913_2022"
"64","259","266","273","280","287","294","301","308",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AZ_Forest_Harrity_1002_20220913_2022"
"65","259","266","273","280","287","294","301","308",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AZ_Forest_Harrity_1003_20220913_2022"
"66","259","266","273","280","287","294","301","308",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AZ_Forest_Harrity_1004_20220913_2022"
"67","259","266","273","280","287","294","301","308",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AZ_Forest_Harrity_1005_20220913_2022"
"68","259","266","273","280","287","294","301","308",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AZ_Forest_Harrity_1006_20220913_2022"
"69","259","266","273","280","287","294","301","308",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AZ_Forest_Harrity_1007_20220913_2022"
"70","259","266","273","280","287","294","301","308","315",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AZ_Forest_Harrity_1008_20220913_2022"
"71","251","258","265","272","279","286","293","300","307","314","321",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AZ_Grassland_Cienega_10_2019"
"72","250","257","264","271","278","285","292","299","306","313","320","326",NA,NA,NA,NA,NA,NA,NA,NA,NA,"AZ_Grassland_Cienega_16_2019"
"73","260","267","274","281","288","295","302","309","316","323","328",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AZ_Grassland_Cienega_17_2019"
"74","251","258","265","272","279","286","293","300","307","314","321","327",NA,NA,NA,NA,NA,NA,NA,NA,NA,"AZ_Grassland_Cienega_1_2019"
"75","253","260","267","274","281","288","295","302","309","316","321",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AZ_Grassland_Cienega_22_2019"
"76","232","239","246","253",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AZ_Grassland_Cienega_25_2019"
"77","253","260","267","274","281","288","295","302","309","316","321",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AZ_Grassland_Cienega_29_2019"
"78","239","246","253","260","267","274","281","286",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AZ_Grassland_Vermilion_Cliffs_11_2019"
"79","240","247","254","261","268","275","282",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AZ_Grassland_Vermilion_Cliffs_12_2019"
"80","238","245","252","259","266","273","280","286",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AZ_Grassland_Vermilion_Cliffs_13_2019"
"81","238","245","252","259","266","273","280","285",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AZ_Grassland_Vermilion_Cliffs_14_2019"
"82","238","245","252","259","266","273","280","285",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AZ_Grassland_Vermilion_Cliffs_7_2019"
"83","238","245","252","259","266","273","280","285",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AZ_Grassland_Vermilion_Cliffs_8_2019"
"84","247","254","261","268","275","282","289","296","303",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.AROW_Rec003_Mem048.20190901_2019"
"85","246","253","260","267","274","281","288","295","302",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.AROW_Rec007_Mem088.20190831_2019"
"86","246","253","260","267","274","281","288","295","302",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.AROW_Rec010_Mem098.20190831_2019"
"87","247","254","261","268","275","282","289","296",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.AROW_Rec018_Mem059.20190901_2019"
"88","245","252","259","266","273","280","287","294","301","308",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.AROW_Rec021_Mem072.20180830_2019"
"89","247","254","261","268","275","282","289","296","303","308",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.AROW_Rec024_Mem035.20190901_2019"
"90","247","254","261","268","275","282","289","296","303",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.AROW_Rec028_Mem009.20190901_2019"
"91","247","254","261","268","275","282","289","296","303","308",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.AROW_Rec033_Mem013.20190901_2019"
"92","247","254","261","268","275","282","289","296",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.AROW_Rec038_Mem079.20190901_2019"
"93","247","254","261","268","275","282","289","296","303","308",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.AROW_Rec041_Mem050.20190901_2019"
"94","247","254","261","268","275","282","289","296",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.AROW_Rec047_Mem058.20190901_2019"
"95","246","253","260","267","274","281","288","295","302",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.AROW_Rec051_Mem036.20190831_2019"
"96","246","253","260","267","274","281","288","295","302","309",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.AROW_Rec054_Mem014.20190831_2019"
"97","247","254","261","268","275","282","289","296","303","308",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.AROW_Rec055_Mem045.20190901_2019"
"98","247","254","261","268","275","282","289","296",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.AROW_Rec059_Mem083.20190901_2019"
"99","247","254","261","268","275","282","289","296","303","308",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.AROW_Rec061_Mem060.20190901_2019"
"100","234","241","248","255","262","269","276","283","290","296",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.BLCH_Rec004_Mem071.20190819_2019"
"101","234","241","248","255","262","269","276","283","290","296",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.BLCH_Rec006_Mem033.20190819_2019"
"102","234","241","248","255","262","269","276","283","290","296",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.BLCH_Rec016_Mem078.20190819_2019"
"103","234","241","248","255","262","269","276","283","290","296",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.BLCH_Rec025_Mem065.20190819_2019"
"104","234","241","248","255","262","269","276","283","290","296",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.BLCH_Rec037_Mem041.20190819_2019"
"105","234","241","248","255","262","269","276","283","290","296",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.BLCH_Rec039_Mem084.20190819_2019"
"106","234","241","248","255","262","269","276","283","290","296",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.BLCH_Rec042_Mem097.20190819_2019"
"107","234","241","248","255","262","269","276","283","290","296",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.BLCH_Rec044_Mem077.20190819_2019"
"108","234","241","248","255","262","269","276","283","290","296",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.BLCH_Rec045_Mem094.20190819_2019"
"109","234","241","248","255","262","269","276","283","290","296",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.BLCH_Rec046_Mem023.20190819_2019"
"110","234","241","248","255","262","269","276","283","290","296",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.BLCH_Rec050_Mem109.20190819_2019"
"111","234","241","248","255","262","269","276","283","290","296",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.BLCH_Rec057_Mem099.20190819_2019"
"112","234","241","248","255","262","269","276","283","290","296",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.BLCH_Rec060_Mem046.20190819_2019"
"113","234","241","248","255","262","269","276","283","290","296",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.BLCH_Rec063_Mem108.20190819_2019"
"114","234","241","248","255","262","269","276","283","290","296",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.BLCH_Rec064_Mem042.20190819_2019"
"115","245","252","259","266","273","280","287","294","301","308",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.HMSA_Rec009_Mem102.20190830_2019"
"116","246","253","260","267","274","281","288","295","302",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.HMSA_Rec012_Mem063.20190831_2019"
"117","246","253","260","267","274","281","288","295","302",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.HMSA_Rec020_Mem081.20190831_2019"
"118","246","253","260","267","274","281","288","295","302",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.HMSA_Rec023_Mem064.20190831_2019"
"119","246","253","260","267","274","281","288","295","302",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.HMSA_Rec027_Mem091.20190831_2019"
"120","246","253","260","267","274","281","288","295",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.HMSA_Rec030_Mem089.20190831_2019"
"121","246","253","260","267","274","281","288","295","302","307",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.HMSA_Rec032_Mem075.20190831_2019"
"122","246","253","260","267","274","281","288","295","302",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.HMSA_Rec036_Mem018.20190831_2019"
"123","246","253","260","267","274","281",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.HMSA_Rec040_Mem068.20190831_2019"
"124","246","253","259",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.HMSA_Rec062_Mem051.20190831_2019"
"125","232","239","246","253","260","267","274","279",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.MSLA_Bro001_Mem117.20190729_2019"
"126","288","295","302","309","316","322",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.MSLA_Bro002_Mem186.20191012_2019"
"127","233","240","247","254","261","268","275","282","289","296","303","310","316",NA,NA,NA,NA,NA,NA,NA,NA,"BAC.MSLA_Bro007_Mem209.20190730_2019"
"128","288","295","302","309","316","322",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.MSLA_Bro024_Mem174.20191012_2019"
"129","288","295","302","309","316","322",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.MSLA_Bro026_Mem139.20191012_2019"
"130","232","239","246","253","260","267","274","281","288","294",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.MSLA_Bro031_Mem207.20190730_2019"
"131","232","239","246","253","260","267","274","279",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.MSLA_Bro039_Mem189.20190718_2019"
"132","235","242","249","256","263","270","277","284","291","298","305","312","319","324",NA,NA,NA,NA,NA,NA,NA,"BAC.MSLA_Bro046_Mem150.20190820_2019"
"133","256","263","270","277","284","291","298","305","312","317",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.MSLA_Bro052_Mem147.20190910_2019"
"134","233","240","247","254","261","268","275","282",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.MSLA_Bro055_Mem187.20190818_2019"
"135","282","289","296","303","310","317",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.MSLA_Bro067_Mem159.20191006_2019"
"136","250","257","264","271","278","285","292","299","306","313","320",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.MSLA_Bro072_Mem212.20190904_2019"
"137","238","245","252","259","266","273","280","287","294","301","308","315",NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.MSLA_Bro074_Mem214.20190823_2019"
"138","250","257","264","271","278","285","292","299","306","313","320",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.MSLA_Bro078_Mem194.20190904_2019"
"139","245","252","259","266","273","280","287","294","301",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.TRMR_Bro016_Mem116.20190830_2019"
"140","245","252","259","266","273","280","287","294","301",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.TRMR_Bro021_Mem210.20190830_2019"
"141","245","252","259","266","273","280","287","294","301","307",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.TRMR_Bro029_Mem195.20190830_2019"
"142","245","252","259","266","273","280","287","294","301",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.TRMR_Bro032_Mem204.20190830_2019"
"143","245","252","259","266","273","280","287","294","301","308",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.TRMR_Bro033_Mem172.20190830_2019"
"144","245","252","259","266","273","280","287","294",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.TRMR_Bro037_Mem205.20190830_2019"
"145","245","252","259","266","273","280","287","294","301","308",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.TRMR_Bro040_Mem217.20190830_2019"
"146","245","252","259","266","273","280","287","294","301",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.TRMR_Bro042_Mem144.20190830_2019"
"147","245","252","259","266","273","280","287","294","301",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.TRMR_Bro043_Mem148.20190830_2019"
"148","245","252","259","266","273","280","287","294",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.TRMR_Bro073_Mem169.20190830_2019"
"149","247",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.TRMR_Rec001_Mem037.20200831_2020"
"150","238","245","252","259","266","273","280","287","294",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.TRMR_Rec001_Mem174.20210530_2021"
"151","248","255","262","269","276","283","290","297","304",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.TRMR_Rec002_Mem049.20200901_2020"
"152","247","254","261","268","273",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.TRMR_Rec004_Mem102.20200831_2020"
"153","238","245","252","259","266","273","280","287","294",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.TRMR_Rec004_Mem135.20210530_2021"
"154","248","255","262","269","276","283","290","297","304",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.TRMR_Rec006_Mem085.20200901_2020"
"155","247","254","261","268","275","282","289","296","303",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.TRMR_Rec010_Mem073.20200831_2020"
"156","238","245","252","259","266","273","280","287","294",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.TRMR_Rec010_Mem195.20210530_2021"
"157","247","254","261","268","275","282","289","296","303",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.TRMR_Rec014_Mem020.20200831_2020"
"158","238","245","252","259","266","273","280","287","294",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.TRMR_Rec014_Mem210.20210529_2021"
"159","247","254","261","268","275","282","289","296","303",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.TRMR_Rec017_Mem098.20200831_2020"
"160","238","245","252","259","266","273","280","287","294",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.TRMR_Rec017_Mem159.20210529_2021"
"161","247","254","261","268","275","282","289","296","303",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.TRMR_Rec018_Mem030.20200831_2020"
"162","247","254","261","268","275","282","289","296","303",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.TRMR_Rec025_Mem076.20200831_2020"
"163","247","254","261","268","275","282","289","296","303",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.TRMR_Rec027_Mem110.20200831_2020"
"164","238","245","252","259","266","273","280","287","294",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.TRMR_Rec027_Mem113.20210530 08/23/2021_2021"
