"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","Site"
"165","247","254","261","268","275","282","289","296","303",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.TRMR_Rec036_Mem069.20200831_2020"
"166","238","245","252","259","266","273","280","287","294",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.TRMR_Rec036_Mem165.20210529 08/23/2021_2021"
"167","248","255","262","269","276","283","290","297","304",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.TRMR_Rec037_Mem087.20200901_2020"
"168","247","254","261","268","275","282","289","296","303",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.TRMR_Rec039_Mem094.20200831_2020"
"169","238","245","252","259","266","273","280","287","294",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.TRMR_Rec039_Mem137.20210529_2021"
"170","247","254","261","268","275","282","289","296","303",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.TRMR_Rec040_Mem100.20200831_2020"
"171","238","245","252","259","266","273","280","287","294",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.TRMR_Rec040_Mem151.20210529_2021"
"172","247","254","261","268","275","282","289","296","303",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.TRMR_Rec041_Mem099.20200831_2020"
"173","248","255","262","269","276","283","290","297","304",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.TRMR_Rec042_Mem088.20200901_2020"
"174","238","245","252","259","266","273","280","287","294",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.TRMR_Rec042_Mem144.20210530_2021"
"175","248","255","262","269","276","283","290","297","304",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.TRMR_Rec043_Mem081.20200901_2020"
"176","238","245","252","259","266","273","280","287","294",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.TRMR_Rec043_Mem204.20210530_2021"
"177","247","254","261","268","275","282","289","296","303",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.TRMR_Rec044_Mem065.20200831_2020"
"178","238","245","252","259","266","273","280","287","294",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.TRMR_Rec044_Mem172.20210529_2021"
"179","247","254","261","268","275","282","289","296","303",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.TRMR_Rec045_Mem064.20200831_2020"
"180","238","245","252","259","266","273","280","287","294",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.TRMR_Rec045_Mem216.20210529_2021"
"181","248","255","262","269","276","283","290","297","304",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.TRMR_Rec046_Mem107.20200901_2020"
"182","238","245","252","259","266","273","280","287","294",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.TRMR_Rec046_Mem117.20210530_2021"
"183","247","254","261","268","275","282","289","296","303",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.TRMR_Rec048_Mem093.20200831_2020"
"184","238","245","252","259","266","271",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.TRMR_Rec048_Mem148.20210529.fix_2021"
"185","248","255","262","269","276","283","290","297","304",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.TRMR_Rec049_Mem095.20200901_2020"
"186","238","245","252","259","266","273","280","287","294",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.TRMR_Rec049_Mem211.20210530_2021"
"187","247","254","261","268","275","282","289","296","303",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.TRMR_Rec050_Mem060.20200831_2020"
"188","238","245","252","259","266","273","280","287","294",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.TRMR_Rec050_Mem150.20210529_2021"
"189","247","254","261","268","275","282","289","296","303",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.TRMR_Rec051_Mem036.20200831_2020"
"190","238","245","252","259","266","273","280","287","294",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.TRMR_Rec051_Mem187.20210529_2021"
"191","248","255","262","269","276","283","290","297","304",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.TRMR_Rec052_Mem038.20200901_2020"
"192","238","245","252","259","266","273","280","287","294",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.TRMR_Rec052_Mem152.20210530_2021"
"193","248","255","262","269","276","283","290","297","304",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.TRMR_Rec056_Mem033.20200901_2020"
"194","238","245","252","259","266","273","280","287","294",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.TRMR_Rec056_Mem219.20210530_2021"
"195","247","254","261","268","275","282","289","296","303",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.TRMR_Rec058_Mem097.20200831_2020"
"196","238","245","252","259","266","273","280","287","294",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.TRMR_Rec058_Mem173.20210529_2021"
"197","248","255","262","269","276","283","290","297","304",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.TRMR_Rec060_Mem083.20200901_2020"
"198","238","245","252","259","266","273","280","287","294",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.TRMR_Rec060_Mem194.20210530_2021"
"199","247","254","261","268","275","282","289","296","303",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.TRMR_Rec063_Mem079.20200831_2020"
"200","238","245","252","259","266","273","280","287","294",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.TRMR_Rec063_Mem139.20210529_2021"
"201","247","254","261","268","275","282","289","296","303",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.TRMR_Rec064_Mem061.20200831_2020"
"202","238","245","252","259","266","273","280","287","294",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAC.TRMR_Rec064_Mem214.20210529_2021"
"203","250","257","264","271","278","285","292","299","304",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baggs_Wild_Grasslands_21_dep_01_2021"
"204","250","257","264","271","278",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baggs_Wild_Grasslands_21_dep_01_USE_2021"
"205","250","257","264","271","278","285","292","299","304",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baggs_Wild_Grasslands_21_dep_02_USE_2021"
"206","250","257","264","271","278","285","292","299","304",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baggs_Wild_Grasslands_21_dep_03_USE_2021"
"207","250","257","264","271","278","285","292","299","304",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baggs_Wild_Grasslands_21_dep_05_USE_2021"
"208","250","257","264","271","278","285","292","299","304",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baggs_Wild_Grasslands_21_dep_06_USE_2021"
"209","250","257","264","271","278","285","292","299","304",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baggs_Wild_Grasslands_21_dep_07_2021"
"210","250","257","264","271","278","285","292","299","304",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baggs_Wild_Grasslands_21_dep_08_2021"
"211","250","257","264","271","278","285","292","299","304",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baggs_Wild_Grasslands_21_dep_10_2021"
"212","280","287","294","301","308","315","320",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Blaine Preserve.USA.2019_2019"
"213","283","290","297","304","309",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Blaine Preserve.USA.2020_2020"
"214","249","256","263","270",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C 09/03/2021_2021"
"215","257","264","271","278","285","292","299","306",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CAM_1 - Location 3_2021"
"216","252","259","266","273","280","287","294","301","308",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CAM_2 - Location 3_2021"
"217","256","263","270","277","284","291","298","305","310",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CAM_22 - Location 3_2021"
"218","257","264","271","278","285","292","299","306","311",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CAM_23 - Location 3_2021"
"219","272","279","286","293","300","307","314",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CAM_24 - Location 3_2021"
"220","272","279","286","293","300","307","314",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CAM_26 - Location 3_2021"
"221","257","264","271","278","285","292","299","306","311",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CAM_30 - Location 3_2021"
"222","265","272","279","286","293","300","307","314",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CAM_32 - Location 3_2021"
"223","265","272","279","286","293","300","307","314",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CAM_4 - Location 3_2021"
"224","257","264","271","278","285","292","299","306","311",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CAM_6 - Location 3_2021"
"225","257","264","271","278","285","292","299","306","311",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CAM_7 - Location 3_2021"
"226","258","265","272","279","286","293","300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA_Anthropogenic_Carlile_22_01_2022"
"227","247","254","261","268","275","282","289","296","302",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA_Anthropogenic_Carlile_22_02_2022"
"228","247","254","261","268","275","282","289","296","302",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA_Anthropogenic_Carlile_22_03_2022"
"229","247","254","261","268","275","282","289","296","302",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA_Anthropogenic_Carlile_22_05_2022"
"230","247","254","261","268","275","282","289","296","302",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA_Anthropogenic_Carlile_22_06_2022"
"231","247","253",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA_Anthropogenic_Carlile_22_07a_2022"
"232","296","302",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA_Anthropogenic_Carlile_22_07b_2022"
"233","247","254","261","268","275","282","289","296","302",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA_Anthropogenic_Carlile_22_08_2022"
"234","247","254","261","268","275","282","289","296","302",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA_Anthropogenic_Carlile_22_09_2022"
"235","247","254","261","268","275","282","289","296","302",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA_Anthropogenic_Carlile_22_10_2022"
"236","253","260","267","272",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA_Forest_Humboldt_10_2019"
"237","251","258","265","272","279","286","292",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA_Forest_Humboldt_11_2019"
"238","247","254","261","268","275","282","289",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA_Forest_Humboldt_12_2019"
"239","247","254","261","268","275","282","289",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA_Forest_Humboldt_13_2019"
"240","247","254","261",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA_Forest_Humboldt_14_2019"
"241","267","274","281","288","293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA_Forest_Humboldt_16_2019"
"242","267","274","281","288","293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA_Forest_Humboldt_17_2019"
"243","267","274","281","288","293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA_Forest_Humboldt_18_2019"
"244","253","260","267","272",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA_Forest_Humboldt_1_2019"
"245","247","254","261",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA_Forest_Humboldt_2_2019"
"246","247","254","261",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA_Forest_Humboldt_3_2019"
"247","247","254","261",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA_Forest_Humboldt_4_2019"
"248","251","258","265","272","279","286","292",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA_Forest_Humboldt_5_2019"
"249","251","258","265","272","279","284",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA_Forest_Humboldt_6_2019"
"250","251","258","265","272","279","286","292",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA_Forest_Humboldt_7_2019"
"251","247","254","259",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA_Forest_Pepperwood_Preserve_10_2019"
"252","250","257",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA_Forest_Pepperwood_Preserve_11_2019"
"253","262","269","276","283","290","295",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA_Forest_Pepperwood_Preserve_12_2019"
"254","247","254","261","268","275","282","289","294",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA_Forest_Pepperwood_Preserve_13_2019"
"255","248","255","262","269","276","281",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA_Forest_Pepperwood_Preserve_1_2019"
"256","249","256","263","270","277","284",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA_Forest_Pepperwood_Preserve_20_01_2020"
"257","249","256","263","270","277","284",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA_Forest_Pepperwood_Preserve_20_02_reupload_2020"
"258","249","256","263","270","277","284",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA_Forest_Pepperwood_Preserve_20_03_2020"
"259","249","256","263","270","277","284",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA_Forest_Pepperwood_Preserve_20_04_2020"
"260","249","256",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA_Forest_Pepperwood_Preserve_20_06_2020"
"261","249","256","263","270","277","284",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA_Forest_Pepperwood_Preserve_20_07_2020"
"262","249","256","263","270","277","284",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA_Forest_Pepperwood_Preserve_20_08_2020"
"263","250","257","264","271","278","285",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA_Forest_Pepperwood_Preserve_20_09_2020"
"264","251","258","265","272","279","286",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA_Forest_Pepperwood_Preserve_20_10_2020"
"265","250","257",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA_Forest_Pepperwood_Preserve_20_11_2020"
"266","250","257","264","271","278","285",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA_Forest_Pepperwood_Preserve_20_12_2020"
"267","251","258","265","272","279","286",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA_Forest_Pepperwood_Preserve_20_13_2020"
"268","246","253","260","267","274","280",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA_Forest_Pepperwood_Preserve_2_2019"
"269","247","254","261","268","275","281",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA_Forest_Pepperwood_Preserve_3_2019"
"270","247","254","261","268","275","281",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA_Forest_Pepperwood_Preserve_5_2019"
"271","247","254","261","268","275","282",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA_Forest_Pepperwood_Preserve_6_2019"
"272","246","253","260","267","274","281",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA_Forest_Pepperwood_Preserve_7_2019"
"273","246","253","260",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA_Forest_Pepperwood_Preserve_8_2019"
"274","246","253","260","267","274","281",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA_Forest_Pepperwood_Preserve_9_2019"
"275","247","254","261","268","275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA_Forest_Redwoods_01_01_2022"
"276","281","288","295","301",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA_Forest_Redwoods_01_02_2022"
"277","247","254","261","268","275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA_Forest_Redwoods_02_01_2022"
"278","281","288","295","302","307",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA_Forest_Redwoods_02_02_2022"
"279","281","288","295","302","307",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA_Forest_Redwoods_03_02_2022"
"280","247","254","261","268","275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA_Forest_Redwoods_04_01_2022"
"281","281","288","295","301",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA_Forest_Redwoods_04_02_2022"
"282","247","254","261","268","275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA_Forest_Redwoods_05_01_2022"
"283","281","288","295","301",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA_Forest_Redwoods_05_02_2022"
"284","247","254","261","268","275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA_Forest_Redwoods_06_01_2022"
"285","281","288","295","301",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA_Forest_Redwoods_06_02_2022"
"286","247","254","261","268","275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA_Forest_Redwoods_07_01_2022"
"287","282","289","296","302",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA_Forest_Redwoods_07_02_2022"
"288","246","253","260","267","274","279",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA_Forest_Redwoods_08_01_2022"
"289","282","289","296","302",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA_Forest_Redwoods_08_02_2022"
"290","247","254","261","268","275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA_Forest_Redwoods_09_01_2022"
"291","282","289","296","302",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA_Forest_Redwoods_09_02_2022"
"292","246","253","260","267","274","279",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA_Forest_Redwoods_10_01_2022"
"293","282","289","296","302",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA_Forest_Redwoods_10_02_2022"
"294","247","254","261","268","275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA_Forest_Redwoods_11_01_2022"
"295","282","289","296","303",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA_Forest_Redwoods_11_02_2022"
"296","247","254","261","268","275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA_Forest_Redwoods_12_01_2022"
"297","282","289","296","303",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA_Forest_Redwoods_12_02_2022"
"298","247","254","261","268","275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA_Forest_Redwoods_13_01_2022"
"299","247","254","261","268","275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA_Forest_Redwoods_14_01_2022"
"300","283","290","297","304",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA_Forest_Redwoods_14_02_2022"
"301","247","254","261","268","275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA_Forest_Redwoods_15_01_2022"
"302","282","289","296","303",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA_Forest_Redwoods_15_02_2022"
"303","293","300","306",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA_Forest_Redwoods_CR06B_2022"
"304","274","281","288","295",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA_Forest_Sierra Nevada_10_2019"
"305","246","253","260","267","274","281","288","295",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA_Forest_Sierra Nevada_11_2019"
"306","246","253","259",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA_Forest_Sierra Nevada_1_2019"
"307","249","256","263","270","277","284","291","297",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA_Forest_Sierra Nevada_20_01_2020"
"308","249","256","263","270","277","284","291","297",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA_Forest_Sierra Nevada_20_02_2020"
"309","249","256","263","270","277","284","291","297",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA_Forest_Sierra Nevada_20_03_2020"
"310","249","256","263","270","277","284","291","297",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA_Forest_Sierra Nevada_20_04_2020"
"311","249","256","263","270","277","284","291","296",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA_Forest_Sierra Nevada_20_05_2020"
"312","249","256","263","270","277","284","291","297",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA_Forest_Sierra Nevada_20_06_2020"
"313","249","256","263","270","277","284","291","297",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA_Forest_Sierra Nevada_20_07_2020"
"314","249","256","263","270","277","284","291","297",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA_Forest_Sierra Nevada_20_08_2020"
"315","249","256","263","270","277","284","291","297",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA_Forest_Sierra Nevada_20_09_2020"
"316","246","253","260","267",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA_Forest_Sierra Nevada_2_2019"
"317","246","253","260","267","274","281","288","295",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA_Forest_Sierra Nevada_3_2019"
"318","246","253","260","267","274","281","288","295",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA_Forest_Sierra Nevada_4_2019"
"319","247","254","261","268","275","282","289","296",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA_Forest_Sierra Nevada_5_2019"
"320","246","253","260","267","274","281","288","295",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA_Forest_Sierra Nevada_6_2019"
"321","246","253","260","267","274","281","288","295",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA_Forest_Sierra Nevada_7_2019"
"322","246","253","260","267","274","281","288","295",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA_Forest_Sierra Nevada_8_2019"
"323","246","253","260","267","274","281","288","295",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA_Forest_Sierra Nevada_9_2019"
"324","242","249","256","263","270","277","284","291","298",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA_Forest_SierraNevada_21_dep_02,CA_Forest_SierraNevada_21_loc_02, 08/27/2021_2021"
"325","242","249","256","263","270","277","284","291","298",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA_Forest_SierraNevada_21_dep_03,CA_Forest_SierraNevada_21_loc_03, 08/27/2021_2021"
"326","242","249","256","263","270","277","284","291","298",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA_Forest_SierraNevada_21_dep_04,CA_Forest_SierraNevada_21_loc_04, 08/27/2021_2021"
"327","242","249","256","263","270","277","284","291","298",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA_Forest_SierraNevada_21_dep_05,CA_Forest_SierraNevada_21_loc_05, 08/27/2021_2021"
"328","242","249","256","263","270","277","284","291","298",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CA_Forest_SierraNevada_21_dep_06,CA_Forest_SierraNevada_21_loc_06, 08/27/2021_2021"
